Reference,Destination_actuelle_de_l_edifice,Adresse_forme_index,Etablissement_affectataire_de_l_edifice,Autre_appellation_de_l_edifice,Nature_de_la_protection,Auteur_de_l_edifice,Cadastre,Commune_forme_index,Copyright,Type_de_couverture,Datation_de_l_edifice,Denomination_de_l_edifice,Lieu_de_conservation_d_un_element_architectural_deplace,Description_de_l_edifice,Dimensions_normalisees_des_edicules_uniquement,Date_de_Label,Date_de_la_derniere_mise_a_jour,Date_de_creation_de_la_notice,Domaine,Typologie_du_dossier,Date_et_typologie_de_la_protection,Departement_format_numerique,Departement_en_lettres,Partie_d_elevation_exterieure,Source_de_l_energie_utilisee_par_l_edifice,Emplacement__forme_et_structure_de_l_escalier,Description_de_l_elevation_interieure,etat_de_conservation,Cadre_de_l_etude,Genre_du_destinataire,Historique,Nom_du_cours_d_eau_traversant_ou_bordant_l_edifice,Identifiant_Agregee,COG_Insee_lors_de_la_protection,Justification_attribution,Justification_de_la_datation,Liens_externes,Lieudit,Lien_vers_la_base_Archiv_MH,Materiaux_du_gros_oeuvre,Nom_du_redacteur,Observations,Precision_affectataire,Partie_constituante_non_etudiee,Partie_constituante,Precision_sur_la_denomination,Personnes_liees_a_l_edifice,Typologie_de_plan,Precision_de_la_localisation,Precision_de_la_protection,Description_de_l_iconographie,Typologie_de_la_protection,Precision_sur_le_statut_de_l_edifice,Reference_a_un_ensemble,Lien_vers_la_base_Joconde,Lien_vers_la_base_Palissy,References_des_parties_constituantes_etudiees,Region,Elements_remarquables_dans_l_edifice,Remploi,Renvoi_vers_une_notice_de_la_base_Merimee_ou_Palissy,Indexation_iconographique_normalisee,Siecle_de_campagne_secondaire_de_construction,Siecle_de_la_campagne_principale_de_construction,Format_abrege_du_siecle_de_construction,Typologie_de_la_zone_de_protection,Statut_juridique_de_l_edifice,Technique_du_decor_porte_de_l_edifice,Titre_editorial_de_la_notice,Materiaux_de_la_couverture,Couverts_ou_decouverts_du_jardin_de_l_edifice,Vocable___pour_les_edifices_cultuels,Typologie_du_couvrement,Adresse_forme_editoriale,Commune_forme_editoriale,coordonnees_au_format_WGS84,Producteur
PA00090663,,,,,arrêté,,A 348;1997 AA 76,Rannée,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1658,église,,,,,2026-06-04,1993-08-24,architecture religieuse,Dossier de protection,1974/07/01 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"La paroisse existait dès le 10e siècle. L'église se compose d'une nef et de deux collatéraux avec une tour au sud-est. Elle conserve de l'époque romane la porte occidentale, l'abside et sans doute la base de la tour. Le reste remonte aux 16e et 17e siècles. A l'intérieur, le jubé a été détruit en 1746 et remplacé par une grille, elle-même supprimée.",,I27H58,35235,,,,le Bourg,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090663&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Eglise (cad. A 348) : inscription par arrêté du 1er juillet 1974,,inscrit MH,,,,https://www.pop.culture.gouv.fr/notice/palissy/PM35002245;https://www.pop.culture.gouv.fr/notice/palissy/PM35002246;https://www.pop.culture.gouv.fr/notice/palissy/PM35002241;https://www.pop.culture.gouv.fr/notice/palissy/PM35002243;https://www.pop.culture.gouv.fr/notice/palissy/PM35002244;https://www.pop.culture.gouv.fr/notice/palissy/PM35002247;https://www.pop.culture.gouv.fr/notice/palissy/PM35002242,,Bretagne,,,IA00130859,,,12e siècle;16e siècle;17e siècle,12e s.;16e s.;17e s.,,propriété de la commune,sculpture;vitrail,Église Saint-Crépin ou Saint-Crépinien,,,,,,Rannée,"47.9233313397488,-1.24115351901763",
PA00090507,,,,,arrêté,,196;1997 AB 74,Bourgbarré,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,croix de cimetière,,,,,2026-03-04,1993-08-24,architecture religieuse,Dossier de protection,1946/03/06 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Croix en granit armoriée, à fût octogonal orné d'un écusson. Elle repose sur une base carrée, elle-même scellée dans un socle rectangulaire reposant sur une base moulurée. La tête du Christ est sommée d'un petit arc en accolade trilobé. Un écusson en pointe se voit à ses pieds.",,I6B113,35032,,,,le Bourg,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090507&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Croix du 15e siècle sise dans le nouveau cimetière (cad. 196) : inscription par arrêté du 6 mars 1946,,inscrit MH,,,,,,Bretagne,,,,,,15e siècle,15e s.,,propriété de la commune,sculpture,Croix du 15e siècle,,,,,,Bourgbarré,"47.9972193008292,-1.61531249372566",
PA00090748,,Vasselot (rue) 34,,,arrêté,,"B 295;1997 BS 298, 513",Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,maison,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1930/03/22 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,,,IWQIDA,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090748&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Escalier en bois (cad. B 295) : inscription par arrêté du 22 mars 1930,,inscrit MH partiellement,,,,,,Bretagne,,,,,,17e siècle,17e s.,,propriété privée,,Grande-Maison des Carmes,,,,,34 rue Vasselot,Rennes,"48.1084179297102,-1.67707126045671",
PA00090524,,Callouët (rue du),,,arrêté,,AN 105;1989 AN 436,Chartres-de-Bretagne,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1865;1876,four à chaux,,,,,2026-03-04,1993-08-24,architecture industrielle,dossier de protection,1987/05/21 : inscrit MH,35,Ille-et-Vilaine,,,,,établissement industriel désaffecté,recensement immeubles MH,,"Ces fours faisaient partie d'une usine de chaux. Les trois premiers furent édifiés entre 1865 et 1867, par C. Coudé, et les quatre autres, réservés à la chaux agricole, entre 1876 et 1878, par la société E. Doret. Ces unités massives qu'environnent de nombreuses dépendances et des moyens de stockage, ainsi qu'une cheminée de brique restaurée en 1997, étaient desservies depuis la carrière de calcaire, aujourd'hui inondée, par des wagonnets tractés par un treuil électrique. En 1891, la Société Anonyme Industrielle et Commerciale des fours à chaux de Lormandière et de la Chaussairie Réunis était l'un des principaux producteurs de Bretagne et employait jusqu'à 150 personnes. Les fours de Lormandière ont été arrêtés en 1927, et ceux de la Chaussairie en 1938. En 1988, le conseil général d'Ille et Vilaine a acquis la Lormandière et en a fait un site protégé pour sa flore calcicole.",,ITZPVA,35066,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090524&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Fours à chaux (cad. AN 105) : inscription par arrêté du 21 mai 1987,,inscrit MH,,,,,,Bretagne,,,,,,3e quart 19e siècle;4e quart 19e siècle,19e s.,,propriété du département,,Fours à chaux,,,,,rue du Callouët,Chartres-de-Bretagne,"48.0431910412342,-1.71644363995496",
PA00090710,magasin de commerce,Parlement-de-Bretagne (place du) 3 ; Palais (anciennement place du) 3,,,arrêté,,B 863p;1997 BE 429,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,dossier de protection,1959/11/06 : classé MH,35,Ille-et-Vilaine,,,,,,recensement immeubles MH,,"La place du Palais a été construite après l'incendie de 1720. Les maisons présentent de grandes arcades de granit en plein-cintre ; elles comprennent le rez-de-chaussée, l'entresol et deux étages, surmontés d'un étage de combles à la Mansart ; elles sont séparées par des pilastres ioniques.",,IO42RY,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090710&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,Classement 29 10 1942 (façade et toiture) (arrêté) annulé.,,,,,,,,"Façades sur la place et sur la cour ; toitures correspondantes et souches de cheminées ; escalier, y compris les rampes en fer forgé (cad. B 863p) : classement par arrêté du 6 novembre 1959",,classé MH partiellement,,,,,,Bretagne,,,,,,1ère moitié 18e siècle,18e s.,,propriété privée,ferronnerie,"Immeuble, actuellement bijouterie Prieur",,,,,3 place du Parlement-de-Bretagne ; anciennement Palais ; 3 place du,Rennes,"48.1115698853248,-1.6774664492424503",
PA00090714,,Parlement-de-Bretagne (place du) 8 ; Victor-Hugo (rue) 2,,,arrêté,,"B 753, 754, 756, 757;1997 BE 380",Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1959/11/06 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"La place du Palais a été construite après l'incendie de 1720. Les maisons présentent de grandes arcades de granit en plein-cintre ; elles comprennent le rez-de-chaussée, l'entresol et deux étages, surmontés d'un étage de combles à la Mansart ; elles sont séparées par des pilastres ioniques.",,IQG9YA,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090714&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Façades sur la place et retour sur rue ; toitures correspondantes et souches de cheminées (cad. B 753, 754, 756, 757) : classement par arrêté du 6 novembre 1959",,classé MH partiellement,,,,,,Bretagne,,,,,,1ère moitié 18e siècle,18e s.,,propriété privée ; propriété de la commune,,Immeuble,,,,,8 place du Parlement-de-Bretagne ; 2 rue Victor-Hugo,Rennes,"48.1123115470929,-1.67703755329345",
PA00090738,,Lices (place des) 28,,,arrêté,,A 879bis;1997 AC 266,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1657;1659,maison,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1962/10/22 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Hôtel construit sur les terrains afféagés en 1657 par la ville et ayant échappé à l'incendie de 1720 qui ravagea Rennes. La maison se compose de deux étages sur rez-de-chaussée et d'un sous-sol à l'arrière. La toiture est surmontée d'une lanterne à deux étages couverte en carène sur la cage d'escalier. Le colombage sur la façade principale semble à croisillons et était sans doute apparent à l'origine. De nombreuses pièces possèdent d'intéressantes boiseries des 17e, 18e siècles et de la période Empire. Au 19e siècle, quelques fenêtres ont été transformées en portes-fenêtres.",,II68AM,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090738&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Façades et toitures, y compris les souches de cheminées ; escalier intérieur (cad. A 879bis) : classement par arrêté du 22 octobre 1962",,classé MH partiellement,,,,,,Bretagne,,,,,,17e siècle;18e siècle,17e s.;18e s.,,propriété privée,menuiserie,"Maison, dite aussi hôtel Racapé de la Feuillée",,,,,28 place des Lices,Rennes,"48.1132235316299,-1.6836956326236403",
PA00090717,,Parlement-de-Bretagne (place du) 11,,,arrêté,,B 743;1997 BE 632,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1959/11/06 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"La place du Palais a été construite après l'incendie de 1720. Les maisons présentent de grandes arcades de granit en plein-cintre ; elles comprennent le rez-de-chaussée, l'entresol et deux étages, surmontés d'un étage de combles à la Mansart ; elles sont séparées par des pilastres ioniques.",,I4UI92,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090717&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Façade sur la place ; toitures et souches de cheminées (cad. B 743) : classement par arrêté du 6 novembre 1959,,classé MH partiellement,,,,,,Bretagne,,,,,,1ère moitié 18e siècle,18e s.,,propriété privée,,Immeuble,,,,,11 place du Parlement-de-Bretagne,Rennes,"48.1119950502436,-1.67847277766725",
PA00090730,,Saint-Georges (rue) 14 ; Derval (rue de) 3,,,arrêté,,"B 884, 885;1997 BE 420",Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1967/06/28 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,,,IY2XU0,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090730&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Façades et toitures (cad. B 884, 885) : inscription par arrêté du 28 juin 1967",,inscrit MH partiellement,,,,,,Bretagne,,,,,,17e siècle,17e s.,,propriété d'une société privée,,Immeuble,,,,,14 rue Saint-Georges ; 3 rue de Derval,Rennes,"48.1116863993306,-1.67676650031758",
PA00090645,,Vern (rue de),,,arrêté,,1997 AO 118,Noyal-Châtillon-sur-Seiche,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,croix de cimetière,,,,,2026-03-04,1993-08-24,architecture religieuse,Dossier de protection,1907/03/10 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Le socle comporte, au-dessus des moulures de base, une ronde d'animaux à figures humaines. Le fût est décoré, dans la partie supérieure, d'écussons surmontés de gâbles. La croix présente, à l'est, le Christ et, à l'ouest, la Vierge à l'Enfant.",,IJEHEY,35206,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090645&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Croix du cimetière en granit du 15e siècle (cad. AO 118) : classement par arrêté du 10 mars 1907,,classé MH,,,,,,Bretagne,,,,,,15e siècle,15e s.,,propriété de la commune,sculpture,Croix du cimetière en granit,,,,,rue de Vern,Noyal-Châtillon-sur-Seiche,"48.0431083635544,-1.66263384346469",
