declaration_creation,declaration_modification,declarant_ID_sibil,declarant_nom,declarant_nom_usuel,declarant_statut,demandeur_ID_sibil,demandeur_role,declarant_siret,declarant_code_postal,declarant_ville,declarant_departement,declarant_region,declarant_numero_dossier,declarant_numero_licence,declaration_ID_sibil,declaration_ID_externe,declaration_date_representation,declaration_statut,declaration_cause_erreur,declaration_gestionnaires_multiples,festival_ID_parent_sibil,festival_nom_parent,festival_ID_sibil,festival_nom,festival_ville,festival_code_postal,festival_date_creation,festival_statut,festival_contributeur_ID_sibil,festival_validateur_ID_sibil,festival_cause_erreur_adresse,lieu_ID_parent_sibil,lieu_nom_parent,lieu_ID_sibil,lieu_nom,lieu_nom_usuel,lieu_adresse,lieu_code_postal,lieu_ville,lieu_siret,lieu_departement_code,lieu_departement_nom,lieu_date_creation,lieu_statut,lieu_contributeur_ID_sibil,lieu_validateur_ID_sibil,lieu_cause_erreur_adresse
2025-03-27,2025-03-27,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,383570,,2025-03-19,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-07-04,2025-07-04,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,388869,,2025-03-18,CLOTURE,,false,,,,,,,,,,,,,,7843,UBU,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2020-02-26,VALIDE,597,,
2025-06-01,2025-06-01,1416,COMMUNE DE BRUZ,LE GRAND LOGIS - VILLE DE BRUZ,Activé,1831,ROLE_SIB,21350047300151,35170,BRUZ,Ille-et-Vilaine,Bretagne,DOS20187008,1-1114454,353766,325,2024-05-11,CLOTURE,,false,,,,,,,,,,,,,,2089,COMMUNE DE BRUZ,,10  AV  DU GENERAL DE GAULLE,35170,BRUZ,21350047300151,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-03-23,2025-03-23,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,382232,/event_dates/1493187,2025-03-17,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-07-04,2025-07-04,1312,COMMUNE DE CHANTEPIE,MAIRIE,Activé,1577,ROLE_DECLARANT1,21350055600013,35135,CHANTEPIE,Ille-et-Vilaine,Bretagne,DOS20187421,1-1114482,388498,,2025-08-03,CLOTURE,,false,,,,,,,,,,,,,,8950,SALLE POLYVALENTE DES 2 RUISSEAUX,,AVENUE DES DEUX RUISSEAUX,35135,CHANTEPIE,,35,Ille-et-Vilaine,2020-11-13,VALIDE,1577,89,
2025-07-04,2025-07-04,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,388796,,2024-02-11,CLOTURE,,false,,,,,,,,,,,,,,7843,UBU,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2020-02-26,VALIDE,597,,
2024-12-11,2024-12-11,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,340707,/event_dates/1662953,2024-10-31,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-04-12,2024-04-12,58,THEATRE NATIONAL DE BRETAGNE - T.N.B. CENTRE EUROPEEN DE PRODUCTION THEATRALE ET CHOREGRAPHIQUE,THEATRE NATIONAL DE BRETAGNE - T.N.B.,Activé,53,ROLE_DECLARANT1,37921397800016,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1099111,345667,,2024-10-30,CLOTURE,,false,,,,,,,,,,,,,,20426,TNB,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2024-09-01,VALIDE,53,5238,
2025-07-15,2025-07-15,5466,COMMUNE DE SAINT GILLES,MAIRIE,Activé,7301,ROLE_SIB,21350275000085,35590,SAINT-GILLES,Ille-et-Vilaine,Bretagne,PLATESV-R-2020-005381,PLATESV-R-2020-005381,420220,132,2025-07-03,CLOTURE,,false,,,,,,,,,,,,,,25782,LE SABOT D'OR,,LE PONT HAZARD,35590,SAINT-GILLES,,35,Ille-et-Vilaine,2025-04-29,VALIDE,7301,,
2025-03-22,2025-03-22,610,COMMUNE DE CHARTRES DE BRETAGNE,MAIRIE,Activé,638,ROLE_DECLARANT1,21350066300017,35131,CHARTRES DE BRETAGNE,Ille-et-Vilaine,Bretagne,DOS20179174,1-1107987,382213,,2025-03-14,CLOTURE,,false,,,,,,,,,,,,,,7572,CENTRE CULTUREL PÔLE SUD,,RUE DE LA CONTERIE,35131,CHARTRES-DE-BRETAGNE,,35,Ille-et-Vilaine,2020-01-22,VALIDE,638,,
2025-07-04,2025-07-04,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,388787,,2024-10-26,CLOTURE,,false,,,,,,,,,,,,,,7843,UBU,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2020-02-26,VALIDE,597,,
2025-11-02,2025-11-02,3255,LE CARRE MAGIQUE,FESTIVAL INTERNATIONAL VIVE LA MAGIE,Activé,4271,ROLE_DECLARANT1,75367092600033,35000,RENNES,Ille-et-Vilaine,Bretagne,93877,PLATESV-R-2022-001102,368332,,2024-10-26,CLOTURE,,false,,,,,,,,,,,,7258,AUDITORIUM MICHEL CREPEAU,18637,ESPACE ENCAN - AUDITORIUM MICHEL CRÉPEAU,,QUAI LOUIS PRUNIER,17000,LA ROCHELLE,,17,Charente-Maritime,2023-06-28,FUSIONNE,5033,,
2025-03-13,2025-03-13,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,378350,/event_dates/1493138,2025-07-03,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-08-04,2025-08-04,3063,LE GRAND CORDEL MAISON DES JEUNES ET DE LA CULTURE,Association,Activé,5994,ROLE_DECLARANT2,77774992000024,35700,RENNES,Ille-et-Vilaine,Bretagne,DOS20196625,1-1039842,389395,,2025-06-03,CLOTURE,,false,,,,,,,,,,,,,,3354,LE GRAND CORDEL MAISON DES JEUNES ET DE LA CULTURE,,18  RUE  DES PLANTES,35700,RENNES,77774992000024,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-12-17,2024-12-17,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,349326,/event_dates/1405624,2024-10-23,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2024-12-17,2024-12-17,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,349316,/event_dates/1405582,2024-10-22,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2024-12-17,2024-12-17,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,349314,/event_dates/1405547,2024-10-22,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-07-04,2025-07-04,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,388782,,2024-10-19,CLOTURE,,false,,,,,,,,,,,,,,7843,UBU,,1 RUE SAINT-HÉLIER,35000,RENNES,,35,Ille-et-Vilaine,2020-02-26,VALIDE,597,,
2025-11-03,2025-11-03,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,377494,/event_dates/1493061,2025-05-03,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-03-31,2025-03-31,572,CENTRE CULTUREL TRIANGLE,LE TRIANGLE,Activé,631,ROLE_DECLARANT1,32327735000035,35200,RENNES,Ille-et-Vilaine,Bretagne,,3-1014237,384465,,2025-05-03,CLOTURE,,false,,,,,,,,,,,,,,2390,CENTRE CULTUREL TRIANGLE,,BD  DE YOUGOSLAVIE,35200,RENNES,32327735000035,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-12-17,2024-12-17,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,349297,/event_dates/1405750,2024-10-19,CLOTURE,,false,,,,,,,,,,,,,,9051,MAISON DE QUARTIER DE LA BELLANGERAIS,,5 RUE DU MORBIHAN,35700,RENNES,,35,Ille-et-Vilaine,2020-11-30,VALIDE,1551,89,
2024-12-21,2024-12-21,1584,ORCHESTRE NATIONAL DE BRETAGNE,ORCHESTRE NATIONAL DE BRETAGNE,Activé,5671,ROLE_DECLARANT2,35010209100021,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20183137,2-1054646,351801,,2024-10-18,CLOTURE,,false,,,,,,,,,,,,,,9345,OPÉRA DE RENNES,Opéra de Rennes,PLACE DE LA MAIRIE,35000,RENNES,,35,Ille-et-Vilaine,2021-06-01,VALIDE,2015,89,Adresse
2025-03-31,2025-03-31,2641,MAISON DES JEUNES ET CULTURE DE PACE,,Activé,3356,ROLE_SIB,30593736900026,35740,PACE,Ille-et-Vilaine,Bretagne,31372,PLATESV-R-2020-000949,384562,215,2024-10-18,CLOTURE,,false,,,,,,,,,,,,,,11393,ESCAPADE,,6 AVENUE CHARLES LE GOFFIC,35740,PACÉ,,35,Ille-et-Vilaine,2021-09-24,VALIDE,3356,5239,
2024-12-17,2024-12-17,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,349295,/event_dates/1405736,2024-10-18,CLOTURE,,false,,,,,,,,,,,,,,9051,MAISON DE QUARTIER DE LA BELLANGERAIS,,5 RUE DU MORBIHAN,35700,RENNES,,35,Ille-et-Vilaine,2020-11-30,VALIDE,1551,89,
2025-07-16,2025-07-16,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,422531,,2025-04-03,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-10-23,2024-10-23,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,337565,/event_dates/1397273,2024-10-17,CLOTURE,,true,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2025-04-15,2025-04-15,3848,PARAPENTE,,Activé,5083,ROLE_DECLARANT1,79913195800024,35000,RENNES,Ille-et-Vilaine,Bretagne,65071,PLATESV-D-2021-001233,395740,,2024-10-17,CLOTURE,,false,,,,,,,,,,,,,,7644,THÉÂTRE BO SAINT MARTIN,Théâtre Bo Saint Martin,19 BOULEVARD SAINT-MARTIN,75003,PARIS,,75,Paris,2020-03-02,VALIDE,803,,
2024-12-17,2024-12-17,1291,ASSOCIATION LILLICO,,Activé,6234,ROLE_SIB,78975485000038,35000,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2020-000183,349288,/event_dates/1398197,2024-10-16,CLOTURE,,false,,,,,,,,,,,,,,16849,SALLE GUY ROPARTZ,,14 RUE GUY ROPARTZ,35700,RENNES,,35,Ille-et-Vilaine,2023-01-16,VALIDE,1551,,
2025-06-01,2025-06-01,572,CENTRE CULTUREL TRIANGLE,LE TRIANGLE,Activé,631,ROLE_DECLARANT1,32327735000035,35200,RENNES,Ille-et-Vilaine,Bretagne,,3-1014237,354098,,2024-10-16,CLOTURE,,false,,,,,,,,,,,,,,2390,CENTRE CULTUREL TRIANGLE,,BD  DE YOUGOSLAVIE,35200,RENNES,32327735000035,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-01-27,2025-01-27,982,SMALL IS BEAUTIFUL PROD,,Activé,1091,ROLE_DECLARANT1,80017431000014,35135,CHANTEPIE,Ille-et-Vilaine,Bretagne,DOS20171343,3-1073587,361220,,2024-10-15,CLOTURE,,false,,,,,,,,,,,,,,7574,THEATRE FEMINA,,10 RUE DE GRASSI,33000,BORDEAUX,,33,Gironde,2020-01-22,VALIDE,716,,
2025-03-25,2025-03-25,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,383094,,2025-07-02,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2025-02-13,2025-02-13,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,369488,/event_dates/1397413,2025-07-02,CLOTURE,,true,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2024-10-18,2024-10-18,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,336317,/event_dates/1301443,2024-12-10,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-10-05,2024-10-05,3163,3 P'TIT TOUR,,Activé,4142,ROLE_DECLARANT1,41013812700015,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196449,3-1006236,300274,,2023-09-12,CLOTURE,,true,,,2619,BARS EN TRANS,RENNES,35000,2023-04-26,VALIDE,4142,,,,,18083,L'ETE INDIEN,,33 RUE SAINT-MELAINE,35000,RENNES,,35,Ille-et-Vilaine,2023-04-26,VALIDE,4142,,
2024-10-05,2024-10-05,3163,3 P'TIT TOUR,,Activé,4142,ROLE_DECLARANT1,41013812700015,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196449,3-1006236,300265,,2023-09-12,CLOTURE,,true,,,2619,BARS EN TRANS,RENNES,35000,2023-04-26,VALIDE,4142,,,,,13580,SALLE DE LA CITÉ,,10 RUE SAINT-LOUIS,35000,RENNES,,35,Ille-et-Vilaine,2022-03-15,VALIDE,3078,,
2024-10-05,2024-10-05,3163,3 P'TIT TOUR,,Activé,4142,ROLE_DECLARANT1,41013812700015,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196449,3-1006236,300298,,2023-09-12,CLOTURE,,true,,,2619,BARS EN TRANS,RENNES,35000,2023-04-26,VALIDE,4142,,,,,18106,LE 4 BIS,,4BIS COURS DES ALLIÉS,35000,RENNES,,35,Ille-et-Vilaine,2023-04-27,VALIDE,4142,,
2023-12-15,2023-12-15,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,255101,/event_dates/1179475,2023-09-12,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-10-05,2024-10-05,3163,3 P'TIT TOUR,,Activé,4142,ROLE_DECLARANT1,41013812700015,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196449,3-1006236,300269,,2023-08-12,CLOTURE,,true,,,2619,BARS EN TRANS,RENNES,35000,2023-04-26,VALIDE,4142,,,,,18083,L'ETE INDIEN,,33 RUE SAINT-MELAINE,35000,RENNES,,35,Ille-et-Vilaine,2023-04-26,VALIDE,4142,,
2025-03-25,2025-03-25,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,383095,,2025-06-02,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-10-05,2024-10-05,3163,3 P'TIT TOUR,,Activé,4142,ROLE_DECLARANT1,41013812700015,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196449,3-1006236,300286,,2023-08-12,CLOTURE,,true,,,2619,BARS EN TRANS,RENNES,35000,2023-04-26,VALIDE,4142,,,,,18088,L'AMROK,,6G RUE DE BREST,35000,RENNES,,35,Ille-et-Vilaine,2023-04-26,VALIDE,4142,,
2024-10-05,2024-10-05,3163,3 P'TIT TOUR,,Activé,4142,ROLE_DECLARANT1,41013812700015,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196449,3-1006236,300259,,2023-08-12,CLOTURE,,true,,,2619,BARS EN TRANS,RENNES,35000,2023-04-26,VALIDE,4142,,,,,13580,SALLE DE LA CITÉ,,10 RUE SAINT-LOUIS,35000,RENNES,,35,Ille-et-Vilaine,2022-03-15,VALIDE,3078,,
2024-10-05,2024-10-05,3163,3 P'TIT TOUR,,Activé,4142,ROLE_DECLARANT1,41013812700015,35000,RENNES,Ille-et-Vilaine,Bretagne,DOS20196449,3-1006236,300243,,2023-07-12,CLOTURE,,true,,,2619,BARS EN TRANS,RENNES,35000,2023-04-26,VALIDE,4142,,,,,2890,THEATRE DE LA PARCHEMINERIE,,23  RUE  DE LA PARCHEMINERIE,35000,RENNES,77773680200029,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2023-12-15,2023-12-15,2934,COMMUNE DE RENNES,OPERA DE RENNES,Activé,3842,ROLE_DECLARANT1,21350238800076,35000,RENNES,Ille-et-Vilaine,Bretagne,84250,PLATESV-R-2021-012024,255296,,2023-07-12,CLOTURE,,false,,,,,,,,,,,,,,503,COMMUNE DE RENNES,,PL  DE LA MAIRIE,35000,RENNES,21350238800019,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2023-12-12,2023-12-12,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,254007,/event_dates/756381,2023-06-12,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-11-02,2025-11-02,3255,LE CARRE MAGIQUE,FESTIVAL INTERNATIONAL VIVE LA MAGIE,Activé,4271,ROLE_DECLARANT1,75367092600033,35000,RENNES,Ille-et-Vilaine,Bretagne,93877,PLATESV-R-2022-001102,368348,,2025-01-02,CLOTURE,,false,,,,,,,,,,,,7042,BOURSE DU TRAVAIL,13221,LA BOURSE DU TRAVAIL,LA BOURSE DU TRAVAIL,205 PLACE GUICHARD,69003,LYON,,69,Rhône,2022-01-24,FUSIONNE,1174,5238,Adresse
2025-11-02,2025-11-02,610,COMMUNE DE CHARTRES DE BRETAGNE,MAIRIE,Activé,638,ROLE_DECLARANT1,21350066300017,35131,CHARTRES DE BRETAGNE,Ille-et-Vilaine,Bretagne,DOS20179174,1-1107987,368890,,2025-01-31,CLOTURE,,false,,,,,,,,,,,,,,7572,CENTRE CULTUREL PÔLE SUD,,RUE DE LA CONTERIE,35131,CHARTRES-DE-BRETAGNE,,35,Ille-et-Vilaine,2020-01-22,VALIDE,638,,
2023-12-19,2023-12-19,176,ANTIPODE MJC RENNES,ANTIPODE,Activé,3639,ROLE_SIB,77774999500018,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1019092,256371,event_525,2023-01-12,CLOTURE,,false,,,,,,,,,,,,,,13768,ANTIPODE,Antipode - PARVIS AGNÈS VARDA,75 AVENUE JULES MANIEZ,35000,RENNES,,35,Ille-et-Vilaine,2022-05-04,VALIDE,3639,5238,
2024-07-22,2024-07-22,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,319906,/event_dates/1352291,2024-07-16,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-07-19,2024-07-19,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,319423,/event_dates/1352284,2024-07-13,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-03-25,2024-03-25,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,282620,,2023-11-30,CLOTURE,,false,,,,,,,,,,,,,,5761,UBU,,10/12 RUE JEAN GUY CS 73912,35039,RENNES CEDEX,33886426700020,35,Ille-et-Vilaine,2019-02-21,VALIDE,,,
2024-07-19,2024-07-19,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,319420,/event_dates/1409131,2024-07-13,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-07-19,2024-07-19,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,319380,/event_dates/1409117,2024-07-13,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-07-15,2024-07-15,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,316244,/event_dates/1352277,2024-09-07,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2024-03-25,2024-03-25,542,ASSOCIATION TRANS MUSICALES,ATM,Activé,597,ROLE_DECLARANT1,33886426700020,35000,RENNES,Ille-et-Vilaine,Bretagne,,3-1032090,282619,,2023-11-27,CLOTURE,,false,,,,,,,,,,,,,,5761,UBU,,10/12 RUE JEAN GUY CS 73912,35039,RENNES CEDEX,33886426700020,35,Ille-et-Vilaine,2019-02-21,VALIDE,,,
2025-06-03,2025-06-03,3780,LA PAILLETTE,,Activé,5001,ROLE_SIB,77774969800034,35000,RENNES,Ille-et-Vilaine,Bretagne,52745,PLATESV-R-2020-009633,375947,/event_dates/1397427,2025-02-28,CLOTURE,,true,,,,,,,,,,,,2868,ASS MJC LA PAILLETTE,9054,LA PAILLETTE,,2 RUE DU PRÉ DE BRIS,35000,RENNES,,35,Ille-et-Vilaine,2020-11-30,FUSIONNE,1551,89,
2023-02-12,2023-02-12,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,251910,/event_dates/1116719,2023-11-26,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-08-04,2025-09-04,3063,LE GRAND CORDEL MAISON DES JEUNES ET DE LA CULTURE,Association,Activé,5994,ROLE_DECLARANT2,77774992000024,35700,RENNES,Ille-et-Vilaine,Bretagne,DOS20196625,1-1039842,389393,,2025-02-28,CLOTURE,,false,,,,,,,,,,,,,,3354,LE GRAND CORDEL MAISON DES JEUNES ET DE LA CULTURE,,18  RUE  DES PLANTES,35700,RENNES,77774992000024,35,Ille-et-Vilaine,2018-06-27,VALIDE,,,
2024-07-25,2024-07-25,4653,ASS ON LACHE RIEN.....SAUF LES CHIENS,,Activé,6249,ROLE_DECLARANT1,47908799100010,35200,RENNES,Ille-et-Vilaine,Bretagne,PLATESV-R-2020-001025,PLATESV-R-2020-001025,321221,,2024-05-07,CLOTURE,,false,,,3521,Festival On Lâche Rien Sauf Les Chiens,POLIGNÉ,35320,2024-07-25,VALIDE,6249,,,,,22588,FESTIVAL ON LÂCHE RIEN SAUF LES CHIENS 2024,,1 RUE DE CHOISEL,35320,POLIGNÉ,,35,Ille-et-Vilaine,2024-07-25,VALIDE,6249,5238,
2023-01-12,2023-01-12,3284,COMEDIE DE RENNES,,Activé,4315,ROLE_SIB,90319904000010,35700,RENNES,Ille-et-Vilaine,Bretagne,,PLATESV-D-2022-003733,251585,/event_dates/1116712,2023-11-25,CLOTURE,,false,,,,,,,,,,,,,,14581,COMÉDIE DE RENNES,,31 RUE XAVIER GRALL,35700,RENNES,,35,Ille-et-Vilaine,2022-06-24,VALIDE,4314,,
2025-07-22,2025-07-22,1125,CARTEL CONCERTS,,Activé,1278,ROLE_DECLARANT1,80023696000038,35200,RENNES,Ille-et-Vilaine,Bretagne,DOS20168997,3-1072466,424608,,2025-11-02,CLOTURE,,false,,,,,,,,,,,,,,1446,ESPACE YOYO,,13  AV  PRESIDENT WILSON,75116,PARIS 16,79211235100020,75,Paris,2018-06-27,VALIDE,,,
