Code département,Libellé département,Code commune,Libellé commune,Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Numéro de panneau 1,Nuance candidat 1,Nom candidat 1,Prénom candidat 1,Sexe candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Elu 1,Numéro de panneau 2,Nuance candidat 2,Nom candidat 2,Prénom candidat 2,Sexe candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Elu 2,Numéro de panneau 3,Nuance candidat 3,Nom candidat 3,Prénom candidat 3,Sexe candidat 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Elu 3,Numéro de panneau 4,Nuance candidat 4,Nom candidat 4,Prénom candidat 4,Sexe candidat 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Elu 4,Numéro de panneau 5,Nuance candidat 5,Nom candidat 5,Prénom candidat 5,Sexe candidat 5,Voix 5,% Voix/inscrits 5,% Voix/exprimés 5,Elu 5,Numéro de panneau 6,Nuance candidat 6,Nom candidat 6,Prénom candidat 6,Sexe candidat 6,Voix 6,% Voix/inscrits 6,% Voix/exprimés 6,Elu 6,Numéro de panneau 7,Nuance candidat 7,Nom candidat 7,Prénom candidat 7,Sexe candidat 7,Voix 7,% Voix/inscrits 7,% Voix/exprimés 7,Elu 7,Numéro de panneau 8,Nuance candidat 8,Nom candidat 8,Prénom candidat 8,Sexe candidat 8,Voix 8,% Voix/inscrits 8,% Voix/exprimés 8,Elu 8,Numéro de panneau 9,Nuance candidat 9,Nom candidat 9,Prénom candidat 9,Sexe candidat 9,Voix 9,% Voix/inscrits 9,% Voix/exprimés 9,Elu 9,Numéro de panneau 10,Nuance candidat 10,Nom candidat 10,Prénom candidat 10,Sexe candidat 10,Voix 10,% Voix/inscrits 10,% Voix/exprimés 10,Elu 10,Numéro de panneau 11,Nuance candidat 11,Nom candidat 11,Prénom candidat 11,Sexe candidat 11,Voix 11,% Voix/inscrits 11,% Voix/exprimés 11,Elu 11,Numéro de panneau 12,Nuance candidat 12,Nom candidat 12,Prénom candidat 12,Sexe candidat 12,Voix 12,% Voix/inscrits 12,% Voix/exprimés 12,Elu 12,Numéro de panneau 13,Nuance candidat 13,Nom candidat 13,Prénom candidat 13,Sexe candidat 13,Voix 13,% Voix/inscrits 13,% Voix/exprimés 13,Elu 13,Numéro de panneau 14,Nuance candidat 14,Nom candidat 14,Prénom candidat 14,Sexe candidat 14,Voix 14,% Voix/inscrits 14,% Voix/exprimés 14,Elu 14,Numéro de panneau 15,Nuance candidat 15,Nom candidat 15,Prénom candidat 15,Sexe candidat 15,Voix 15,% Voix/inscrits 15,% Voix/exprimés 15,Elu 15,Numéro de panneau 16,Nuance candidat 16,Nom candidat 16,Prénom candidat 16,Sexe candidat 16,Voix 16,% Voix/inscrits 16,% Voix/exprimés 16,Elu 16,Numéro de panneau 17,Nuance candidat 17,Nom candidat 17,Prénom candidat 17,Sexe candidat 17,Voix 17,% Voix/inscrits 17,% Voix/exprimés 17,Elu 17,Numéro de panneau 18,Nuance candidat 18,Nom candidat 18,Prénom candidat 18,Sexe candidat 18,Voix 18,% Voix/inscrits 18,% Voix/exprimés 18,Elu 18,Numéro de panneau 19,Nuance candidat 19,Nom candidat 19,Prénom candidat 19,Sexe candidat 19,Voix 19,% Voix/inscrits 19,% Voix/exprimés 19,Elu 19
35,Ille-et-Vilaine,35047,Bruz,4,881,657,"74,57%",224,"25,43%",649,"73,67%","98,78%",3,"0,34%","0,46%",5,"0,57%","0,76%",1,UG,MESMEUR,Marie,FEMININ,202,"22,93%","31,12%",,2,DVG,VASQUEZ,Rosa,FEMININ,4,"0,45%","0,62%",,3,LR,LE GALL,Joëlle,FEMININ,53,"6,02%","8,17%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,248,"28,15%","38,21%",,6,EXG,HAMON,Valérie,FEMININ,7,"0,79%","1,08%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,130,"14,76%","20,03%",,8,REG,GIRARD,Sébastien,MASCULIN,5,"0,57%","0,77%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,5,878,658,"74,94%",220,"25,06%",649,"73,92%","98,63%",6,"0,68%","0,91%",3,"0,34%","0,46%",1,UG,MESMEUR,Marie,FEMININ,216,"24,60%","33,28%",,2,DVG,VASQUEZ,Rosa,FEMININ,2,"0,23%","0,31%",,3,LR,LE GALL,Joëlle,FEMININ,35,"3,99%","5,39%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,234,"26,65%","36,06%",,6,EXG,HAMON,Valérie,FEMININ,6,"0,68%","0,92%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,147,"16,74%","22,65%",,8,REG,GIRARD,Sébastien,MASCULIN,9,"1,03%","1,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,6,890,624,"70,11%",266,"29,89%",610,"68,54%","97,76%",11,"1,24%","1,76%",3,"0,34%","0,48%",1,UG,MESMEUR,Marie,FEMININ,228,"25,62%","37,38%",,2,DVG,VASQUEZ,Rosa,FEMININ,6,"0,67%","0,98%",,3,LR,LE GALL,Joëlle,FEMININ,45,"5,06%","7,38%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,190,"21,35%","31,15%",,6,EXG,HAMON,Valérie,FEMININ,11,"1,24%","1,80%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,122,"13,71%","20,00%",,8,REG,GIRARD,Sébastien,MASCULIN,8,"0,90%","1,31%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,7,888,645,"72,64%",243,"27,36%",632,"71,17%","97,98%",12,"1,35%","1,86%",1,"0,11%","0,16%",1,UG,MESMEUR,Marie,FEMININ,217,"24,44%","34,34%",,2,DVG,VASQUEZ,Rosa,FEMININ,0,"0,00%","0,00%",,3,LR,LE GALL,Joëlle,FEMININ,46,"5,18%","7,28%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,212,"23,87%","33,54%",,6,EXG,HAMON,Valérie,FEMININ,9,"1,01%","1,42%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,139,"15,65%","21,99%",,8,REG,GIRARD,Sébastien,MASCULIN,9,"1,01%","1,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,8,847,678,"80,05%",169,"19,95%",662,"78,16%","97,64%",14,"1,65%","2,06%",2,"0,24%","0,29%",1,UG,MESMEUR,Marie,FEMININ,205,"24,20%","30,97%",,2,DVG,VASQUEZ,Rosa,FEMININ,5,"0,59%","0,76%",,3,LR,LE GALL,Joëlle,FEMININ,44,"5,19%","6,65%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,259,"30,58%","39,12%",,6,EXG,HAMON,Valérie,FEMININ,6,"0,71%","0,91%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,133,"15,70%","20,09%",,8,REG,GIRARD,Sébastien,MASCULIN,10,"1,18%","1,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,9,792,569,"71,84%",223,"28,16%",556,"70,20%","97,72%",8,"1,01%","1,41%",5,"0,63%","0,88%",1,UG,MESMEUR,Marie,FEMININ,178,"22,47%","32,01%",,2,DVG,VASQUEZ,Rosa,FEMININ,4,"0,51%","0,72%",,3,LR,LE GALL,Joëlle,FEMININ,36,"4,55%","6,47%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,210,"26,52%","37,77%",,6,EXG,HAMON,Valérie,FEMININ,8,"1,01%","1,44%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,110,"13,89%","19,78%",,8,REG,GIRARD,Sébastien,MASCULIN,10,"1,26%","1,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,10,805,619,"76,89%",186,"23,11%",607,"75,40%","98,06%",9,"1,12%","1,45%",3,"0,37%","0,48%",1,UG,MESMEUR,Marie,FEMININ,160,"19,88%","26,36%",,2,DVG,VASQUEZ,Rosa,FEMININ,4,"0,50%","0,66%",,3,LR,LE GALL,Joëlle,FEMININ,47,"5,84%","7,74%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,255,"31,68%","42,01%",,6,EXG,HAMON,Valérie,FEMININ,6,"0,75%","0,99%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,122,"15,16%","20,10%",,8,REG,GIRARD,Sébastien,MASCULIN,13,"1,61%","2,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,11,758,577,"76,12%",181,"23,88%",566,"74,67%","98,09%",6,"0,79%","1,04%",5,"0,66%","0,87%",1,UG,MESMEUR,Marie,FEMININ,204,"26,91%","36,04%",,2,DVG,VASQUEZ,Rosa,FEMININ,2,"0,26%","0,35%",,3,LR,LE GALL,Joëlle,FEMININ,38,"5,01%","6,71%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,208,"27,44%","36,75%",,6,EXG,HAMON,Valérie,FEMININ,5,"0,66%","0,88%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,102,"13,46%","18,02%",,8,REG,GIRARD,Sébastien,MASCULIN,7,"0,92%","1,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,12,969,731,"75,44%",238,"24,56%",715,"73,79%","97,81%",10,"1,03%","1,37%",6,"0,62%","0,82%",1,UG,MESMEUR,Marie,FEMININ,212,"21,88%","29,65%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,10%","0,14%",,3,LR,LE GALL,Joëlle,FEMININ,41,"4,23%","5,73%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,314,"32,40%","43,92%",,6,EXG,HAMON,Valérie,FEMININ,9,"0,93%","1,26%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,128,"13,21%","17,90%",,8,REG,GIRARD,Sébastien,MASCULIN,10,"1,03%","1,40%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,13,928,591,"63,69%",337,"36,31%",572,"61,64%","96,79%",15,"1,62%","2,54%",4,"0,43%","0,68%",1,UG,MESMEUR,Marie,FEMININ,217,"23,38%","37,94%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,11%","0,17%",,3,LR,LE GALL,Joëlle,FEMININ,33,"3,56%","5,77%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,165,"17,78%","28,85%",,6,EXG,HAMON,Valérie,FEMININ,19,"2,05%","3,32%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,128,"13,79%","22,38%",,8,REG,GIRARD,Sébastien,MASCULIN,9,"0,97%","1,57%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,14,992,653,"65,83%",339,"34,17%",635,"64,01%","97,24%",14,"1,41%","2,14%",4,"0,40%","0,61%",1,UG,MESMEUR,Marie,FEMININ,184,"18,55%","28,98%",,2,DVG,VASQUEZ,Rosa,FEMININ,5,"0,50%","0,79%",,3,LR,LE GALL,Joëlle,FEMININ,44,"4,44%","6,93%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,229,"23,08%","36,06%",,6,EXG,HAMON,Valérie,FEMININ,4,"0,40%","0,63%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,150,"15,12%","23,62%",,8,REG,GIRARD,Sébastien,MASCULIN,19,"1,92%","2,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,15,876,697,"79,57%",179,"20,43%",689,"78,65%","98,85%",5,"0,57%","0,72%",3,"0,34%","0,43%",1,UG,MESMEUR,Marie,FEMININ,111,"12,67%","16,11%",,2,DVG,VASQUEZ,Rosa,FEMININ,3,"0,34%","0,44%",,3,LR,LE GALL,Joëlle,FEMININ,58,"6,62%","8,42%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,395,"45,09%","57,33%",,6,EXG,HAMON,Valérie,FEMININ,1,"0,11%","0,15%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,113,"12,90%","16,40%",,8,REG,GIRARD,Sébastien,MASCULIN,8,"0,91%","1,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,16,1103,772,"69,99%",331,"30,01%",764,"69,27%","98,96%",5,"0,45%","0,65%",3,"0,27%","0,39%",1,UG,MESMEUR,Marie,FEMININ,247,"22,39%","32,33%",,2,DVG,VASQUEZ,Rosa,FEMININ,5,"0,45%","0,65%",,3,LR,LE GALL,Joëlle,FEMININ,44,"3,99%","5,76%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,235,"21,31%","30,76%",,6,EXG,HAMON,Valérie,FEMININ,12,"1,09%","1,57%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,213,"19,31%","27,88%",,8,REG,GIRARD,Sébastien,MASCULIN,8,"0,73%","1,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,1,747,608,"81,39%",139,"18,61%",599,"80,19%","98,52%",6,"0,80%","0,99%",3,"0,40%","0,49%",1,EXG,DEFRANCE,Florence,FEMININ,3,"0,40%","0,50%",,2,LR,DECOURCELLE,Christophe,MASCULIN,67,"8,97%","11,19%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,287,"38,42%","47,91%",,4,RN,VANHAECKE,Bérénice,FEMININ,88,"11,78%","14,69%",,5,UG,LAHAIS,Tristan,MASCULIN,153,"20,48%","25,54%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,13%","0,17%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,2,899,707,"78,64%",192,"21,36%",695,"77,31%","98,30%",10,"1,11%","1,41%",2,"0,22%","0,28%",1,EXG,DEFRANCE,Florence,FEMININ,0,"0,00%","0,00%",,2,LR,DECOURCELLE,Christophe,MASCULIN,71,"7,90%","10,22%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,307,"34,15%","44,17%",,4,RN,VANHAECKE,Bérénice,FEMININ,103,"11,46%","14,82%",,5,UG,LAHAIS,Tristan,MASCULIN,214,"23,80%","30,79%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,3,791,647,"81,80%",144,"18,20%",636,"80,40%","98,30%",7,"0,88%","1,08%",4,"0,51%","0,62%",1,EXG,DEFRANCE,Florence,FEMININ,4,"0,51%","0,63%",,2,LR,DECOURCELLE,Christophe,MASCULIN,71,"8,98%","11,16%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,279,"35,27%","43,87%",,4,RN,VANHAECKE,Bérénice,FEMININ,76,"9,61%","11,95%",,5,UG,LAHAIS,Tristan,MASCULIN,205,"25,92%","32,23%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,13%","0,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,4,801,632,"78,90%",169,"21,10%",614,"76,65%","97,15%",8,"1,00%","1,27%",10,"1,25%","1,58%",1,EXG,DEFRANCE,Florence,FEMININ,5,"0,62%","0,81%",,2,LR,DECOURCELLE,Christophe,MASCULIN,64,"7,99%","10,42%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,237,"29,59%","38,60%",,4,RN,VANHAECKE,Bérénice,FEMININ,93,"11,61%","15,15%",,5,UG,LAHAIS,Tristan,MASCULIN,214,"26,72%","34,85%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,12%","0,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,5,869,625,"71,92%",244,"28,08%",617,"71,00%","98,72%",5,"0,58%","0,80%",3,"0,35%","0,48%",1,EXG,DEFRANCE,Florence,FEMININ,7,"0,81%","1,13%",,2,LR,DECOURCELLE,Christophe,MASCULIN,70,"8,06%","11,35%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,239,"27,50%","38,74%",,4,RN,VANHAECKE,Bérénice,FEMININ,82,"9,44%","13,29%",,5,UG,LAHAIS,Tristan,MASCULIN,219,"25,20%","35,49%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,6,638,505,"79,15%",133,"20,85%",498,"78,06%","98,61%",6,"0,94%","1,19%",1,"0,16%","0,20%",1,EXG,DEFRANCE,Florence,FEMININ,7,"1,10%","1,41%",,2,LR,DECOURCELLE,Christophe,MASCULIN,48,"7,52%","9,64%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,209,"32,76%","41,97%",,4,RN,VANHAECKE,Bérénice,FEMININ,60,"9,40%","12,05%",,5,UG,LAHAIS,Tristan,MASCULIN,174,"27,27%","34,94%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,7,1038,819,"78,90%",219,"21,10%",815,"78,52%","99,51%",3,"0,29%","0,37%",1,"0,10%","0,12%",1,EXG,DEFRANCE,Florence,FEMININ,6,"0,58%","0,74%",,2,LR,DECOURCELLE,Christophe,MASCULIN,85,"8,19%","10,43%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,288,"27,75%","35,34%",,4,RN,VANHAECKE,Bérénice,FEMININ,111,"10,69%","13,62%",,5,UG,LAHAIS,Tristan,MASCULIN,325,"31,31%","39,88%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,8,687,564,"82,10%",123,"17,90%",558,"81,22%","98,94%",2,"0,29%","0,35%",4,"0,58%","0,71%",1,EXG,DEFRANCE,Florence,FEMININ,2,"0,29%","0,36%",,2,LR,DECOURCELLE,Christophe,MASCULIN,57,"8,30%","10,22%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,242,"35,23%","43,37%",,4,RN,VANHAECKE,Bérénice,FEMININ,74,"10,77%","13,26%",,5,UG,LAHAIS,Tristan,MASCULIN,181,"26,35%","32,44%",,6,ECO,HANNE,Olivier,MASCULIN,2,"0,29%","0,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,9,512,411,"80,27%",101,"19,73%",408,"79,69%","99,27%",0,"0,00%","0,00%",3,"0,59%","0,73%",1,EXG,DEFRANCE,Florence,FEMININ,1,"0,20%","0,25%",,2,LR,DECOURCELLE,Christophe,MASCULIN,66,"12,89%","16,18%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,151,"29,49%","37,01%",,4,RN,VANHAECKE,Bérénice,FEMININ,64,"12,50%","15,69%",,5,UG,LAHAIS,Tristan,MASCULIN,125,"24,41%","30,64%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,20%","0,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,10,824,659,"79,98%",165,"20,02%",651,"79,00%","98,79%",5,"0,61%","0,76%",3,"0,36%","0,46%",1,EXG,DEFRANCE,Florence,FEMININ,6,"0,73%","0,92%",,2,LR,DECOURCELLE,Christophe,MASCULIN,47,"5,70%","7,22%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,295,"35,80%","45,31%",,4,RN,VANHAECKE,Bérénice,FEMININ,71,"8,62%","10,91%",,5,UG,LAHAIS,Tristan,MASCULIN,231,"28,03%","35,48%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,12%","0,15%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,11,730,603,"82,60%",127,"17,40%",591,"80,96%","98,01%",9,"1,23%","1,49%",3,"0,41%","0,50%",1,EXG,DEFRANCE,Florence,FEMININ,4,"0,55%","0,68%",,2,LR,DECOURCELLE,Christophe,MASCULIN,52,"7,12%","8,80%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,264,"36,16%","44,67%",,4,RN,VANHAECKE,Bérénice,FEMININ,92,"12,60%","15,57%",,5,UG,LAHAIS,Tristan,MASCULIN,178,"24,38%","30,12%",,6,ECO,HANNE,Olivier,MASCULIN,1,"0,14%","0,17%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,12,785,599,"76,31%",186,"23,69%",592,"75,41%","98,83%",6,"0,76%","1,00%",1,"0,13%","0,17%",1,EXG,DEFRANCE,Florence,FEMININ,5,"0,64%","0,84%",,2,LR,DECOURCELLE,Christophe,MASCULIN,54,"6,88%","9,12%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,198,"25,22%","33,45%",,4,RN,VANHAECKE,Bérénice,FEMININ,130,"16,56%","21,96%",,5,UG,LAHAIS,Tristan,MASCULIN,205,"26,11%","34,63%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,13,861,654,"75,96%",207,"24,04%",642,"74,56%","98,17%",8,"0,93%","1,22%",4,"0,46%","0,61%",1,EXG,DEFRANCE,Florence,FEMININ,7,"0,81%","1,09%",,2,LR,DECOURCELLE,Christophe,MASCULIN,70,"8,13%","10,90%",,3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,197,"22,88%","30,69%",,4,RN,VANHAECKE,Bérénice,FEMININ,111,"12,89%","17,29%",,5,UG,LAHAIS,Tristan,MASCULIN,257,"29,85%","40,03%",,6,ECO,HANNE,Olivier,MASCULIN,0,"0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
