batiment_groupe_id;code_departement_insee;identifiant_dpe;type_dpe_tertiaire;source_nouvelle_base_ademe;version;date_etablissement_dpe;date_reception_dpe;annee_construction_dpe;shon;surface_utile;classe_conso_energie_dpe_tertiaire;classe_emission_ges_dpe_tertiaire;conso_dpe_tertiaire_ep_m2;emission_ges_dpe_tertiaire_m2;categorie_erp_dpe_tertiaire;periode_construction_dpe;type_erp_dpe_tertiaire;methode_application_dpe_tertiaire;sous_modele_dpe_tertiaire;type_energie_chauffage;type_energie_ecs;type_energie_climatisation;derniere_annee_consommation;conso_autre_fossile;conso_bois;conso_electricite;conso_fioul;conso_gaz;conso_gpl_butane_propane;conso_reseau_chaleur;conso_reseau_froid
bdnb-bg-9XGZ-82EV-BCZ2;35;2435T3139161A;dpe 2006 tertiaire et erp;1;2.4;2024/09/09 22:00:00;2024/09/10 13:38:02.549;;70;;C;C;94.4429156429157;16.6076691236691;5ème catégorie;avant 1948;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;gaz;gaz;;2024;;;812;;5404.5045045045;;;
bdnb-bg-A3GG-SARG-PR2E;35;2635T0062663G;dpe 2006 tertiaire et erp;1;2.6;2026/01/08 23:00:00;2026/01/09 16:28:58.667;1980;2025;2025;B;B;73.8006285072952;6.52094365881032;5ème catégorie;1978-1982;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;gaz;gaz;;2025;;;62051;;46494;;;
bdnb-bg-A4LP-TL6A-KD8X;35;2135T0576858U;dpe 2006 tertiaire et erp;1;1.1;2021/10/25 22:00:00;2021/10/26 17:55:18.017;2006;126.46;;E;B;301.581583253059;8.39183536008511;5ème catégorie;2006-2012;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-A52A-Q3BU-5VRD;35;2435T4220453E;dpe 2006 tertiaire et erp;1;2.4;2024/11/27 23:00:00;2024/11/28 19:20:55.369;;155;;F;E;611.730178859211;79.9814514808063;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;bureaux, services administratifs, enseignement;gaz;gaz;;2024;;;21915;;;;;
bdnb-bg-A9LY-GEDS-6LT1;35;2335T0078098U;dpe 2006 tertiaire et erp;1;2.2;2023/01/09 23:00:00;2023/01/10 19:03:16.278;;200;;D;B;177.141818181818;4.92916363636364;5ème catégorie;1948-1974;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;2023;;;16944;;;;;
bdnb-bg-A9N3-4YKE-4UV1;35;2235T2553002J;dpe 2006 tertiaire et erp;1;2.2;2022/10/27 22:00:00;2022/10/28 12:42:32.659;2021;81;;A;A;12.5712682379349;0.349809203142536;5ème catégorie;après 2021;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2022;;;487;;;;;
bdnb-bg-AA4K-P84E-9CYU;35;1735V4000161M;dpe 2006 tertiaire et erp;0;;;2017/09/12 00:00:00;;674;;A;A;28;1;5ème catégorie;;r : établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-AAS9-3HS9-XTMA;35;1535V8000524R;dpe 2006 tertiaire et erp;0;;;2015/11/16 00:00:00;1974;;50;D;B;217.32;7.07;;1948-1974;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-AAX2-FPR4-X7E3;35;1335V4000079Q;dpe 2006 tertiaire et erp;0;;;2013/09/23 00:00:00;1988;;;F;C;564.26;18.37;;1983-1988;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-AFQR-VUMH-EC1H;35;1835V4000226P;dpe 2006 tertiaire et erp;0;;;2018/09/26 00:00:00;1947;;111;C;D;136.83;32.01;;avant 1948;w : administrations, banques, bureaux;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-AGH9-K69P-8Q33;35;2135T0164156Q;dpe 2006 tertiaire et erp;1;1;2021/08/09 22:00:00;2021/08/10 00:00:00;1948;120;;D;E;254.621212121212;57.7990151515151;5ème catégorie;1948-1974;n : restaurants et débits de boisson;;;gaz;gaz;;2021;;;;;33610;;;
bdnb-bg-APHT-EHKR-F5FJ;35;2535T3664162K;dpe 2006 tertiaire et erp;1;2.5;2025/11/20 23:00:00;2025/11/21 09:26:57.620;;48.1;;E;B;292.756252756253;8.14626094626095;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2025;;;6734.66666666667;;;;;
bdnb-bg-APXW-KX7S-LWXZ;35;2535T1577535N;dpe 2006 tertiaire et erp;1;2.4;2025/05/12 22:00:00;2025/05/13 11:49:58.614;;25.5;;D;B;193.26559714795;5.37782531194296;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2025;;;2357;;;;;
bdnb-bg-AQ8A-VLNV-FF31;35;1435V8000284T;dpe 2006 tertiaire et erp;0;;;2014/08/04 00:00:00;1988;;105;C;D;136.92;28.2;;1983-1988;;dpe tertiaire facture;;reseau de chaleur;reseau de chaleur;;;;;;;;;;
bdnb-bg-AQMX-XFH9-JAER;35;2135T0136886U;dpe 2006 tertiaire et erp;1;1;2021/08/02 22:00:00;2021/08/03 00:00:00;1947;80;;A;A;0.1;0.1;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;;;electricite;;;2021;;;0.1;;;;;
bdnb-bg-AQWQ-8ZBS-WYB6;35;2535T1538737H;dpe 2006 tertiaire et erp;1;2.4;2025/05/07 22:00:00;2025/05/08 10:24:00.922;;184;;B;A;79.6931818181818;2.21754940711462;5ème catégorie;avant 1948;locaux d'entreprise (bureaux);dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2024;;;7013;;;;;
bdnb-bg-AV5S-EVCB-H7VV;35;1535V8000239U;dpe 2006 tertiaire et erp;0;;;2015/06/04 00:00:00;2005;;241.91;E;C;344.18;11.2;;2001-2005;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-AVQF-BYQ2-1DFU;35;1935V4000301K;dpe 2006 tertiaire et erp;0;;;2019/12/23 00:00:00;;3000;;B;A;61;2;;;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-AVY2-D9EJ-MBV5;35;1935P1000015D;dpe 2006 tertiaire et erp;0;;;2019/09/05 00:00:00;;8309.7;;B;A;79;2;;;;dpe tertiaire facture;;reseau de chaleur;electricite;electricite;;;;;;;;;
bdnb-bg-AW26-CK6V-NQ7V;35;2235T1200602Z;dpe 2006 tertiaire et erp;1;2.1;2022/05/31 22:00:00;2022/06/01 13:34:35.633;1981;567;;C;A;122.179894179894;3.39978835978836;5ème catégorie;1978-1982;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2022;;;33132;;;;;
bdnb-bg-AWG5-PM8T-VY44;35;1935V8000524V;dpe 2006 tertiaire et erp;0;;;2019/12/18 00:00:00;;184;;F;C;453;14;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-AWQ2-Z1F3-D6TV;35;2535T2497697J;dpe 2006 tertiaire et erp;1;2.4;2025/07/23 22:00:00;2025/07/30 12:03:20.805;1976;148.29;148.29;A;A;134;45;;1975-1977;u : établissements de soins;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;electricite;;2025;;;19829;;;;;
bdnb-bg-AWQR-HQ8F-RRAE;35;2435T2465314V;dpe 2006 tertiaire et erp;1;2.4;2024/07/07 22:00:00;2024/07/08 14:46:47.783;;294;;D;C;247.1329427758;16.6960620546335;5ème catégorie;1989-2000;autres tertiaires non erp;dpe tertiaire facture;autres;gaz;gaz;;2023;;;27817;;15943.6936936937;;;
bdnb-bg-8UDJ-94W9-845L;35;1535P2000022Y;dpe 2006 tertiaire et erp;0;;;2015/12/13 00:00:00;1995;1319.09;1319.09;C;A;183.93;5.99;5ème catégorie;1989-2000;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-96M8-C959-R7KH;35;2635T0673284R;dpe 2006 tertiaire et erp;1;2.6;2026/03/08 23:00:00;2026/03/09 17:29:37.854;;35.1;35.1;G;D;772.597772597773;26.024346024346;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2026;;;15700;;;;;
bdnb-bg-96UZ-2FNL-NEA3;35;2535T2189608U;dpe 2006 tertiaire et erp;1;2.4;2025/07/01 22:00:00;2025/07/02 13:44:41.632;;145;;C;C;154.131107910418;29.7777715270129;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture;bureaux, services administratifs, enseignement;gaz;gaz;;2024;;;1814;;20411.7117117117;;;
bdnb-bg-96XB-HC86-BZWU;35;1635V8000610O;dpe 2006 tertiaire et erp;0;;;2016/12/09 00:00:00;1949;;;E;C;373.83;13.66;;1948-1974;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9758-LF7Q-B6FX;35;2335T4220042I;dpe 2006 tertiaire et erp;1;2.3;2023/12/07 23:00:00;2023/12/08 11:43:32.755;1999;570.25;;C;A;158.436092622853;4.40865649037503;5ème catégorie;1989-2000;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2021;;;43210;;;;;
bdnb-bg-97KB-MZLD-WF7V;35;1735V8000202M;dpe 2006 tertiaire et erp;0;;;2017/04/10 00:00:00;1950;;29.81;F;C;505.25;16.45;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9YFS-8FFF-QUSZ;35;2535T0190318A;dpe 2006 tertiaire et erp;1;2.4;2025/01/19 23:00:00;2025/01/20 15:40:14.732;2000;225;;D;B;327.956767676768;9.12575353535353;5ème catégorie;1989-2000;w : administrations, banques, bureaux;dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2025;;;17746;;;;;
bdnb-bg-9YPV-F4Z1-YB7G;35;2135T0801182Q;dpe 2006 tertiaire et erp;1;1.1;2021/11/28 23:00:00;2021/11/29 20:00:23.108;1948;440;;A;A;14.3057851239669;3.2474132231405;5ème catégorie;1948-1974;u : établissements de soins;dpe tertiaire facture;;gaz;;;;;;;;;;;
bdnb-bg-9Z6N-KSFE-F3FE;35;1335V3000005E;dpe 2006 tertiaire et erp;0;;;2013/06/18 00:00:00;1997;;;C;B;210.54;6.85;;1989-2000;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9ZB2-KHLS-S9P3;35;2435T0383625W;dpe 2006 tertiaire et erp;1;2.3;2024/02/01 23:00:00;2024/02/02 05:57:02.465;;59.89;;D;B;269.629168627332;7.5027246922388;5ème catégorie;avant 1948;u : établissements de soins;dpe tertiaire facture;;electricite;;;2024;;;7723;;;;;
bdnb-bg-9ZES-3ZWB-JQP5;35;2235T2123440T;dpe 2006 tertiaire et erp;1;2.2;2022/09/15 22:00:00;2022/09/16 12:01:58.095;;350;;C;D;151.297636363636;30.1874658701299;5ème catégorie;avant 1948;w : administrations, banques, bureaux;dpe tertiaire facture;;fioul;fioul;;2022;;;10644;;;;;
bdnb-bg-9ZWK-GWK9-Z875;35;2235T0855934N;dpe 2006 tertiaire et erp;1;2.1;2022/04/21 22:00:00;2022/04/22 16:43:02.716;1947;1400;;B;A;91.5474675324675;2.54740779220779;5ème catégorie;avant 1948;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;2022;;;61297;;;;;
bdnb-bg-A1AY-8RJ7-RAEE;35;1935V8000456@;dpe 2006 tertiaire et erp;0;;;2019/11/05 00:00:00;;55;;F;E;391;61;;;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-A1BW-8WBJ-3WDZ;35;1535V8000417S;dpe 2006 tertiaire et erp;0;;;2015/09/28 00:00:00;;35;;G;D;819;26;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ACC4-DGMV-DW9T;35;2335T0533888E;dpe 2006 tertiaire et erp;1;2.2;2023/02/16 23:00:00;2023/02/17 17:29:17.095;;700;;C;A;129.978735064935;3.61679958441558;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2022;;;43514.62;;;;;
bdnb-bg-AKP6-8NPV-CYW6;35;2335T2015385V;dpe 2006 tertiaire et erp;1;2.3;2023/06/15 22:00:00;2023/06/16 14:06:40.332;2023;170;170;C;C;135;16;1ère catégorie;après 2021;autres tertiaires non erp;dpe tertiaire bâtiment neuf;;gaz;gaz;electricite;;;;;;;;;
bdnb-bg-AKXT-DZTT-YAV6;35;1435V4000221G;dpe 2006 tertiaire et erp;0;;;2014/10/13 00:00:00;1900;;;E;B;390.64;12.72;;avant 1948;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ALCR-46T5-T139;35;2335T0581506Q;dpe 2006 tertiaire et erp;1;2.2;2023/02/21 23:00:00;2023/02/22 17:04:56.665;2020;210;;B;B;71.7813852813853;9.81949783549783;5ème catégorie;2013-2021;locaux d'entreprise (bureaux);dpe tertiaire facture;;gaz;gaz;;2022;;;3265;;9072;;;
bdnb-bg-AT52-WRHA-QQGY;35;2435T0238946H;dpe 2006 tertiaire et erp;1;2.3;2024/01/21 23:00:00;2024/01/22 17:26:27.737;;77.7;;D;B;221.550251550251;6.16487656487656;5ème catégorie;1948-1974;j : structures d’accueil pour personnes âgées ou personnes handicapées;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2021;;;8233;;;;;
bdnb-bg-AXE5-GA4B-GCT9;35;2335T0716445P;dpe 2006 tertiaire et erp;1;2.2;2023/03/03 23:00:00;2023/03/04 07:05:58.878;;30;;D;B;256.136363636364;7.12727272727273;5ème catégorie;avant 1948;j : structures d’accueil pour personnes âgées ou personnes handicapées;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2020;;;3675;;;;;
bdnb-bg-AXSB-54DE-MXMG;35;2535T2188582I;dpe 2006 tertiaire et erp;1;2.4;2025/07/01 22:00:00;2025/07/02 13:09:05.122;2000;;2086.7;B;A;87.1403172473283;2.42477416031364;;1989-2000;locaux d'entreprise (bureaux);dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2024;;;79059;;;;;
bdnb-bg-AYSF-PZMP-ZJ48;35;2535T0694544I;dpe 2006 tertiaire et erp;1;2.4;2025/02/27 23:00:00;2025/02/28 18:05:27.542;1983;;57.7;D;B;235.328134026574;6.54826143176517;5ème catégorie;1983-1988;m : magasins de vente, centres commerciaux;dpe tertiaire facture;autres;electricite;;;2024;;;6735;;;;;
bdnb-bg-B6Q9-KKSC-W8CV;35;2235T0629167S;dpe 2006 tertiaire et erp;1;2.1;2022/03/27 22:00:00;2022/03/28 13:01:57.878;1948;400;;C;A;106.268712121212;2.95704242424243;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2021;;;20329.6666666667;;;;;
bdnb-bg-B746-SQ7C-5RGK;35;2435T4434276D;dpe 2006 tertiaire et erp;1;2.4;2024/12/12 23:00:00;2024/12/13 18:10:57.358;1957;96.8;88;C;D;151.77;27.85;5ème catégorie;1948-1974;u : établissements de soins;dpe tertiaire facture dans un bâtiment de logement;autres;gaz;gaz;;;;;;;;;;
bdnb-bg-B77B-1KWT-28F7;35;2235T0300762T;dpe 2006 tertiaire et erp;1;2.1;2022/02/14 23:00:00;2022/02/15 15:48:49.908;1983;740;;C;A;122.086486486486;3.39718918918919;5ème catégorie;1983-1988;p : salles de danse et salles de jeux;dpe tertiaire facture;;electricite;;;2019;;;43208;;;;;
bdnb-bg-B83N-JRTG-PCCY;35;2335T3747939N;dpe 2006 tertiaire et erp;1;2.3;2023/11/04 23:00:00;2023/11/05 11:17:02.184;1996;44.82;;E;B;324.19509688586;9.02108095682392;5ème catégorie;1989-2000;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2023;;;6949.33333333333;;;;;
bdnb-bg-BB1A-V2TU-SEKS;35;2535T3345996G;dpe 2006 tertiaire et erp;1;2.5;2025/10/22 22:00:00;2025/10/23 08:55:56.181;;776;;C;A;146.794751640112;4.08472352389878;5ème catégorie;2001-2005;w : administrations, banques, bureaux;dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2025;;;54480;;;;;
bdnb-bg-BBFJ-V3RU-9V3F;35;2235T2708478F;dpe 2006 tertiaire et erp;1;2.2;2022/11/15 23:00:00;2022/11/16 07:47:02.638;1997;1750;;C;B;149.085402597403;4.14846337662338;5ème catégorie;1989-2000;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2021;;;124778;;;;;
bdnb-bg-BBKP-VVEB-G4AV;35;2135T0248643D;dpe 2006 tertiaire et erp;1;1;2021/08/31 22:00:00;2021/09/01 00:00:00;1947;90.17;;D;D;189.536935283858;29.2061862945749;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-BBLE-WD7Y-EU43;35;2135T0425174U;dpe 2006 tertiaire et erp;1;1;2021/09/30 22:00:00;2021/10/01 13:08:49.340;2006;182;;C;A;236.996503496503;6.59468531468531;5ème catégorie;2006-2012;u : établissements de soins;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-BC6J-4R5P-7FX9;35;1935V8000214R;dpe 2006 tertiaire et erp;0;;;2019/05/24 00:00:00;;1391;;C;B;152;4;;;;dpe tertiaire facture;;reseau de chaleur;reseau de chaleur;electricite;;;;;;;;;
bdnb-bg-BGXF-7AHR-N9JB;35;1535V6000008M;dpe 2006 tertiaire et erp;0;;;2015/10/12 00:00:00;1800;;;C;C;367.49;33.37;;avant 1948;;dpe tertiaire facture;;gaz;gaz;electricite;;;;;;;;;
bdnb-bg-BH1Z-D62H-R8TS;35;2235T1391377M;dpe 2006 tertiaire et erp;1;2.1;2022/06/20 22:00:00;2022/06/21 19:26:48.164;;315;;E;E;319.83190983191;50.7214539214539;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture;;gaz;gaz;;2022;;;16550;;72756.7567567567;;;
bdnb-bg-BHCG-F81A-HZW6;35;2535T1233887H;dpe 2006 tertiaire et erp;1;2.4;2025/04/09 22:00:00;2025/04/10 09:37:04.827;;72.47;;C;A;99.5588561201919;2.7703333876923;5ème catégorie;2013-2021;u : établissements de soins;dpe tertiaire facture;autres;electricite;;;2022;;;3450.66666666667;;;;;
bdnb-bg-BJKM-9ZMR-PCKH;35;1935V8000235U;dpe 2006 tertiaire et erp;0;;;2019/06/13 00:00:00;1947;;29.2;G;C;552.38;17.98;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-BPMX-DKTW-NFMT;35;1635V4000137O;dpe 2006 tertiaire et erp;0;;;2016/07/12 00:00:00;1974;;82;E;B;436.31;14.2;;1948-1974;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-BPPE-CDHT-5PWH;35;1635P5000017;dpe 2006 tertiaire et erp;0;;;2016/12/29 00:00:00;1974;;;G;G;1062.83;108.67;;1948-1974;;dpe tertiaire facture;;reseau de chaleur;reseau de chaleur;;;;;;;;;;
bdnb-bg-BQ26-B9GQ-TEGV;35;2335T1273921Z;dpe 2006 tertiaire et erp;1;2.2;2023/04/16 22:00:00;2023/04/17 18:27:23.020;;4100;;B;B;77.0190581490581;4.66272223087833;5ème catégorie;1989-2000;autres tertiaires non erp;dpe tertiaire facture;;gaz;gaz;;2022;;;126219;;57052.2522522522;;;
bdnb-bg-BQHV-PASF-729F;35;1835V4000135O;dpe 2006 tertiaire et erp;0;;;2018/05/22 00:00:00;;860;;B;C;98;23;;;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-BQM2-FGNU-JBAN;35;1635V7000102;dpe 2006 tertiaire et erp;0;;;2016/09/17 00:00:00;1969;;;G;D;551.58;36.29;;1948-1974;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-BQRX-2ME7-APRQ;35;1835V3000025L;dpe 2006 tertiaire et erp;0;;;2018/04/09 00:00:00;1982;280;;C;A;147.43;4.8;5ème catégorie;1978-1982;ghw : bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-BXUL-FK2B-9GBX;35;1735V8000291U;dpe 2006 tertiaire et erp;0;;;2017/05/25 00:00:00;1700;;;G;C;716.67;23.33;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-BY4X-LZRQ-RFQ1;35;2235T0253770J;dpe 2006 tertiaire et erp;1;2.1;2022/02/08 23:00:00;2022/02/09 08:36:16.224;1947;145.05;;D;D;219.358497352293;36.6188538449138;5ème catégorie;avant 1948;u : établissements de soins;dpe tertiaire facture;;gaz;gaz;;2022;;;4589;;24445.045045045;;;
bdnb-bg-BY96-T43Q-94B4;35;2435T3123164T;dpe 2006 tertiaire et erp;1;2.4;2024/09/08 22:00:00;2024/09/09 14:34:31.437;;78.71;;E;B;335.813477167815;9.34437501684355;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;autres;electricite;;;2023;;;12641.3333333333;;;;;
bdnb-bg-BYJQ-7ED2-FP1E;35;2435T2749304N;dpe 2006 tertiaire et erp;1;2.4;2024/07/29 22:00:00;2024/07/30 13:17:14.702;1988;350;;B;A;48.2004329004329;1.34122943722944;5ème catégorie;1983-1988;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;electricite;;;2023;;;8068.33333333333;;;;;
bdnb-bg-C6AN-VK65-EKPT;35;1535V8000593X;dpe 2006 tertiaire et erp;0;;;2015/12/03 00:00:00;1900;;;C;B;126.1;4.11;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-C7EY-BNC1-W8FS;35;1935V8000266Y;dpe 2006 tertiaire et erp;0;;;2019/06/26 00:00:00;;2868;;C;C;117;11;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-C71A-TZJ4-57FF;35;1735V8000529Y;dpe 2006 tertiaire et erp;0;;;2017/10/25 00:00:00;1947;55.41;;E;E;311;69;;avant 1948;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-ALJM-DGVE-QMMG;35;1335V8000176S;dpe 2006 tertiaire et erp;0;;;2013/11/20 00:00:00;1900;;;G;D;874.23;28.46;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ALQD-RKSE-731J;35;1935V8000211O;dpe 2006 tertiaire et erp;0;;;2019/05/23 00:00:00;;135;;D;B;218;7;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ALTN-EFTZ-FUP6;35;1535V8000603P;dpe 2006 tertiaire et erp;0;;;2015/12/09 00:00:00;;38.39;;E;B;277;9;5ème catégorie;;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8K2F-GPEZ-RVDY;35;1335V8000020G;dpe 2006 tertiaire et erp;0;;;2013/06/13 00:00:00;2005;;;D;B;262.91;8.56;;2001-2005;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8K6A-21TY-GG9M;35;1535V8000515R;dpe 2006 tertiaire et erp;0;;;2015/11/09 00:00:00;1947;43;;G;C;610;19;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8KNH-SF5M-BQEJ;35;2435T1549577E;dpe 2006 tertiaire et erp;1;2.3;2024/04/28 22:00:00;2024/04/29 15:11:19.532;;1400;;B;A;99.2166233766233;2.76081038961039;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2024;;;66432;;;;;
bdnb-bg-98VJ-QK3X-51WL;35;2235T2894445U;dpe 2006 tertiaire et erp;1;2.2;2022/11/30 23:00:00;2022/12/01 16:53:14.144;;1048;;B;A;85.6554476058293;2.3834559333796;5ème catégorie;2006-2012;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2022;;;42932;;;;;
bdnb-bg-9A9S-GM13-PPJP;35;2535T1183797T;dpe 2006 tertiaire et erp;1;2.4;2025/04/06 22:00:00;2025/04/07 07:31:21.745;1966;182.62;;C;B;186.632727449725;15.0641625984962;5ème catégorie;1948-1974;u : établissements de soins;dpe tertiaire facture dans un bâtiment de logement;bureaux, services administratifs, enseignement;gaz;gaz;;2024;;;11972;;9955.55555555559;;;
bdnb-bg-9SHD-SMZQ-Q87C;35;1935V8000109U;dpe 2006 tertiaire et erp;0;;;2019/03/18 00:00:00;1947;54.42;;D;B;223;7;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9TMP-KJJV-LMU2;35;2135T0011491X;dpe 2006 tertiaire et erp;1;1;2021/07/04 22:00:00;2021/07/05 00:00:00;1947;90;;E;B;501.101298701299;13.9436883116883;1ère catégorie;avant 1948;j : structures d’accueil pour personnes âgées ou personnes handicapées;;;electricite;;;2021;;;16776;;;;;
bdnb-bg-A5UK-GSLV-5KM5;35;1635V4000143L;dpe 2006 tertiaire et erp;0;;;2016/07/26 00:00:00;2000;;;G;C;885.44;28.83;;1989-2000;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-A6EN-5F4G-2NP6;35;1735V4000150K;dpe 2006 tertiaire et erp;0;;;2017/07/27 00:00:00;;157.8;;C;A;150;4;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-A6UJ-YWH1-Y2BZ;35;1935V4000089X;dpe 2006 tertiaire et erp;0;;;2019/03/27 00:00:00;2007;;5667.45;D;B;347.35;11.31;4ème catégorie;2006-2012;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-ADK8-FAWR-5TKT;35;1735V8000143Q;dpe 2006 tertiaire et erp;0;;;2017/03/02 00:00:00;1947;115;;E;D;327;32;;avant 1948;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-ADKC-ZVY3-HP6M;35;1435V4000045K;dpe 2006 tertiaire et erp;0;;;2014/03/12 00:00:00;;40;;C;A;150;4;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ADLL-R7Z3-ZUP7;35;1735V8000120L;dpe 2006 tertiaire et erp;0;;;2017/02/21 00:00:00;;554;;F;D;498;42;;;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-AE3X-18YM-NQZ2;35;1735V4000160L;dpe 2006 tertiaire et erp;0;;;2017/09/11 00:00:00;1947;120.58;;F;E;548;68;;avant 1948;;dpe tertiaire facture;;gaz;electricite;electricite;;;;;;;;;
bdnb-bg-AEAW-UQML-1UFA;35;1735V3000029O;dpe 2006 tertiaire et erp;0;;;2017/05/11 00:00:00;1986;;;E;B;397.02;12.93;5ème catégorie;1983-1988;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-AEL6-9JE2-ERHW;35;2335T0395954A;dpe 2006 tertiaire et erp;1;2.2;2023/02/06 23:00:00;2023/02/07 11:06:32.883;;251.2;;D;B;221.501519976838;6.16352055587724;5ème catégorie;1983-1988;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;2022;;;26611;;;;;
