Rentrée scolaire,UAI,patronyme,adresse_condensee,code_postal,commune_d_implantation,commune_d_implantation_lib_l,commune_et_arrondissement,commune_et_arrondissement_lib_l,secteur_d_enseignement_lib_l,mef_bcp_11,mef_bcp_11_lib_l,mef_bcp_6,mef_bcp_6_lib_l,nombre_d_eleves_total,nombre_d_eleves_filles,nombre_d_eleves_garcons
2025,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23210031122,1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE,232100,CAP EN 2 ANS : 1ERE ANNEE,23,2,21
2025,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830031106,TLEPRO LOGISTIQUE,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),22,6,16
2025,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810030003,"2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.",238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),20,3,17
2025,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031107,1ERPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),23,4,19
2023,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210025524,1CAP2  ELECTRICIEN,232100,CAP EN 2 ANS : 1ERE ANNEE,15,2,13
2023,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023404,TLEPRO TECHNICIEN CONSTRUCTEUR BOIS,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),3,1,2
2023,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23820033606,1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),38,37,1
2023,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023405,TLEPRO TECHNICIEN MENUISIER AGENCEUR,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),12,3,9
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210033412,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232100,CAP EN 2 ANS : 1ERE ANNEE,12,7,5
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830024203,TLEPRO METIERS DE LA MODE - VÊTEMENT,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),48,44,4
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830022105,TLEPRO BOULANGER-PÂTISSIER,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),19,10,9
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810031211,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),64,38,26
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820033403,1ERPRO COMMERC. SERVICES EN RESTAURATION,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),23,13,10
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32211033422,1BTS2  MANAGEMENT HOTEL.-REST. 1E AN.COM,322110,BREVET  DE TECH.SUP.EN 2 ANS : 1E ANNEE,15,4,11
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830031212,TLEPRO METIERS DE L'ACCUEIL,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),32,25,7
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220033411,2CAP2  ASS. TECH. MILIEUX FAMIL.COLLECT.,232200,CAP EN 2 ANS : 2EME ANNEE,9,9,0
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810025412,2NDPRO CARROSSIER PEINTRE AUTOMOBILE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),20,0,20
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23220031117,2CAP2  CONDUCTEUR ROUTIER MARCHANDISES,232200,CAP EN 2 ANS : 2EME ANNEE,11,3,8
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23810023405,2NDPRO TECHNICIEN MENUISIER AGENCEUR,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),12,2,10
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023404,TLEPRO TECHNICIEN CONSTRUCTEUR BOIS,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),6,0,6
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023405,TLEPRO TECHNICIEN MENUISIER AGENCEUR,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),13,5,8
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220025524,2CAP2  ELECTRICIEN,232200,CAP EN 2 ANS : 2EME ANNEE,13,1,12
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210034405,1CAP2  AGENT DE SECURITE,232100,CAP EN 2 ANS : 1ERE ANNEE,24,11,13
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210023441,1CAP2  MENUISIER FABRICT MEN MOB AGENCMT,232100,CAP EN 2 ANS : 1ERE ANNEE,10,1,9
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810024203,2NDPRO METIERS DE LA MODE - VÊTEMENT,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),47,42,5
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820031212,1ERPRO METIERS DE L'ACCUEIL,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),32,20,12
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810031211,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),64,37,27
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220033411,2CAP2  ASS. TECH. MILIEUX FAMIL.COLLECT.,232200,CAP EN 2 ANS : 2EME ANNEE,11,11,0
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830031210,TLEPRO ACCUEIL -RELATION CLIENTS USAGERS,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),28,19,9
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220033412,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232200,CAP EN 2 ANS : 2EME ANNEE,9,4,5
2020,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025215,1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),19,0,19
2020,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23210025434,1CAP2  REPARATION DES CARROSSERIES,232100,CAP EN 2 ANS : 1ERE ANNEE,8,0,8
2020,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23210031117,1CAP2  CONDUCTEUR ROUTIER MARCHANDISES,232100,CAP EN 2 ANS : 1ERE ANNEE,12,0,12
2021,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220023441,2CAP2  MENUISIER FABRICT MEN MOB AGENCMT,232200,CAP EN 2 ANS : 2EME ANNEE,9,1,8
2021,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023404,TLEPRO TECHNICIEN CONSTRUCTEUR BOIS,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),6,0,6
2021,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23810023409,2NDPRO MET.AGENC.MENUIS.AMEUB.2NDE COMM.,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),15,2,13
2021,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220025524,2CAP2  ELECTRICIEN,232200,CAP EN 2 ANS : 2EME ANNEE,9,0,9
2021,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210023447,1CAP2  MENUISIER FABRICANT,232100,CAP EN 2 ANS : 1ERE ANNEE,11,1,10
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810031211,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),64,45,19
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820022105,1ERPRO BOULANGER-PÂTISSIER,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,18,6
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820031213,1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),32,13,19
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810033404,2NDPRO MET.HOTEL.-RESTAUR. 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),48,16,32
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210033412,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232100,CAP EN 2 ANS : 1ERE ANNEE,12,11,1
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820033403,1ERPRO COMMERC. SERVICES EN RESTAURATION,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,8,16
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810025222,2NDPRO MET.MAIN.MATER.VEHIC.2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),26,1,25
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025215,1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),14,0,14
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23210025434,1CAP2  REPARATION DES CARROSSERIES,232100,CAP EN 2 ANS : 1ERE ANNEE,11,0,11
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830031106,TLEPRO LOGISTIQUE,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),18,3,15
2021,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32211032612,1BTS2  SERV.INFORMATIQ.ORGAN.1ERE ANNEE,322110,BREVET  DE TECH.SUP.EN 2 ANS : 1E ANNEE,28,2,26
2021,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221031212,2BTS2  NEGO. ET DIGITAL. RELATION CLIENT,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,54,30,24
2022,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23820023405,1ERPRO TECHNICIEN MENUISIER AGENCEUR,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),13,4,9
2022,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220025524,2CAP2  ELECTRICIEN,232200,CAP EN 2 ANS : 2EME ANNEE,11,0,11
2022,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23820023404,1ERPRO TECHNICIEN CONSTRUCTEUR BOIS,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),4,1,3
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820031213,1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),31,26,5
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820024203,1ERPRO METIERS DE LA MODE - VÊTEMENT,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),48,44,4
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220033412,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232200,CAP EN 2 ANS : 2EME ANNEE,8,8,0
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210033411,1CAP2  ASS. TECH. MILIEUX FAMIL.COLLECT.,232100,CAP EN 2 ANS : 1ERE ANNEE,11,10,1
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820022106,1ERPRO CUISINE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),23,8,15
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830033403,TLEPRO COMMERC. SERVICES EN RESTAURATION,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),20,7,13
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210022142,"1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE)",232100,CAP EN 2 ANS : 1ERE ANNEE,11,3,8
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820033403,1ERPRO COMMERC. SERVICES EN RESTAURATION,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,9,15
2022,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23220031122,2CAP2  OPERATEUR/OPERATRICE LOGISTIQUE,232200,CAP EN 2 ANS : 2EME ANNEE,15,0,15
2022,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830031106,TLEPRO LOGISTIQUE,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),20,4,16
2022,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830025408,TLEPRO REPARATION DES CARROSSERIES,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),5,0,5
2019,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210025524,1CAP2  ELECTRICIEN,232100,CAP EN 2 ANS : 1ERE ANNEE,11,1,10
2019,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23810023405,2NDPRO TECHNICIEN MENUISIER AGENCEUR,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),10,1,9
2019,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023404,TLEPRO TECHNICIEN CONSTRUCTEUR BOIS,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),6,0,6
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210022129,1CAP2  AGENT POLYVALENT DE RESTAURATION,232100,CAP EN 2 ANS : 1ERE ANNEE,12,5,7
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830031202,TLEPRO COMMERCE,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),27,14,13
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23910022105,MC  CUISINIER DESSERTS RESTAU. (MC3),239100,MENTION COMPLEMENTAIRE,11,5,6
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220022129,2CAP2  AGENT POLYVALENT DE RESTAURATION,232200,CAP EN 2 ANS : 2EME ANNEE,11,5,6
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820031210,1ERPRO ACCUEIL -RELATION CLIENTS USAGERS,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),31,21,10
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031106,1ERPRO LOGISTIQUE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,2,22
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025215,1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),15,0,15
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031107,1ERPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,4,20
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830025215,TLEPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),13,0,13
