Cote Archives nationales,Cote Précision,Nom Auteur,Prénom Auteur,Genre Auteur,Auteur copié,Exécutant,Bénéficiaire,Titre,Thème représenté,Dénomination,Matériau et technique,Dimensions,Etape œuvre,Exposition,Prix,N° dépôt,Nature de l'acte,Etape de la procédure,Date(s) de l'acte,Date arrêté d'acquisition,Date arrêté attribution,Pays,Département,Ville,Latitude ville,Longitude ville,Type d'édifice,Edifice d'affectation,Affectataire,Provenance,Observations,Image,Liens photos Archim,REF mistral
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Dargent (M.),Yan,homme,,,,Le matin,paysage,tableau,,,,,,,attribution,aboutissement positif,1874,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021414
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Ségé (M.),,homme,,,,Les pins de Pledeliac,paysage de Bretagne,tableau,,,,,,,attribution,aboutissement positif,1874,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021415
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Le Bihan (M.),,homme,,,,Un pèlerinage en Bretagne,scène de la vie chrétienne,tableau,,,,,,,attribution,aboutissement positif,1875,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021416
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Guiaud (M.),,homme,,,,L'escalier des géants à Venise,vue de monument ; paysage d'Italie,tableau,,,,,,,attribution,aboutissement positif,1875,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021417
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Pelouze (M.) [Pelouse],,homme,,,,A travers bois,paysage,tableau,,,,,,,attribution,aboutissement positif,1875,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021418
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Serres (M., de)",,homme,,,,Bourriche de pensées,nature morte,tableau,,,,,,,attribution,aboutissement positif,1875,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021419
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Toudouze (M.),,homme,,,,Eros et Aphrodite,scène mythologique ou légendaire,tableau,,,,,,,attribution,aboutissement positif,1875,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021420
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Honthorst (M., attribué à)",,homme,,,,Saint Pierre reniant le Christ,reniement de saint Pierre,tableau,,,,,,,dépôt,aboutissement positif,1876,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Seine-et-Oise ; Versailles, musée","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021421
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Lafosse (M., de)",,homme,,,,Sacrifice d'Iphigénie,scène mythologique ou légendaire,tableau,,,,,,,dépôt,affaire annulée,1876,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; œuvre destinée au musée de Versailles ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021422
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Boudier (M.),,homme,,,,Les dernières feuilles,paysage,tableau,,,,,,,attribution,aboutissement positif,1879,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021423
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Lehmann (M.),,homme,,,,Consolatrix afflictorum,Vierge de miséricorde,tableau,,,,,,,attribution,aboutissement positif,1879,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021424
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Captier (M.),,homme,,,,Hébé,personnage mythologique ou légendaire,statue,marbre ; taille,,,,,,attribution,aboutissement positif,1879,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021425
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Bompard (M.),,homme,,,,Le repas du modèle,repas,tableau,,,,,,,attribution,aboutissement positif,1880,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021426
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Boisseau (M.),,homme,,,,Le génie du mal,démon,statue,marbre ; taille,,,,,,attribution,aboutissement positif,1881,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021427
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Harrison (M.),Lowel Birge,homme,,,,Novembre,paysage,tableau,,,,,,,attribution,aboutissement positif,1883,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021428
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Hersant (Mme) [Hersent, Mauduit (Mlle)]",,femme,,,,Louis XIV bénissant son petit-fils,scène historique,tableau,,,,,,,dépôt,aboutissement positif,1885,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021429
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Leofanti (M.),,homme,,,,Pro patria mori,allégorie historique,bas-relief,plâtre ; moulage,,modèle original,,,,attribution,aboutissement positif,1885,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021430
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Quinton (M.),,homme,,,,L'étoile du berger,allégorie de l'univers et de la nature,statue,plâtre ; moulage,,épreuve,,,,attribution,aboutissement positif,1885,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021431
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Berteaux (M.),,homme,,,,Attentat contre Hoche,histoire politique,tableau,,,,,,,attribution,aboutissement positif,1885,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021432
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Dolivet (M.),,homme,,,,Madeleine,saint,statue,marbre ; taille,,,,,,attribution,aboutissement positif,1886,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021433
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Bridan (M.),P. C.,homme,,,,Duguesclin,personnage historique,statue,plâtre ; moulage,,épreuve,,,,dépôt,aboutissement positif,1886,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021434
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Bloch (M.),,homme,,,,Mort du général Beaupuy,scène militaire ; mort ; général,tableau,,,,,,,attribution,aboutissement positif,1888,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; appartient à la ville et à l'Etat ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021435
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Pech (M.),,homme,,,,Gui d'Arezzo,compositeur de musique,statue,plâtre ; moulage,,épreuve,,,,attribution,aboutissement positif,1889,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021436
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Longepied (M.),,homme,,,,L'immortalité,allégorie individuelle,statue,plâtre ; moulage,,épreuve,,,,attribution,aboutissement positif,1889,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021437
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Cazin (Mme) [Guillet (Mlle)],,femme,,,,Fragment de décoration,motif décoratif,haut-relief,plâtre ; moulage,,épreuve,,,,attribution,aboutissement positif,1889,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021438
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Bourgeois (M.),,homme,,,,Guillaume Bude,humaniste,groupe,plâtre ; moulage,,épreuve,,,,attribution,aboutissement positif,1889,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021439
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Lévy (M.),,homme,,,,Mort de saint Jean-Baptiste,décollation de saint Jean-Baptiste,tableau,,,,,,,attribution,aboutissement positif,1889,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021440
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Millet (M.),A. M.,homme,,,,George Sand,portrait ; romancier,statue,plâtre ; moulage,,modèle original,,,,attribution,aboutissement positif,1889,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021441
